"tx_acc1","tx_form","tx_courses","heurstag","tx_tpf","secteur_ensemble","secteur","taille","NAME_FREN","iso3_code"
47.13,88.3,88.3,30,3.11,NA,"Activités des organisations associatives","500 à 999","Irlande","IRL"
51.6,100,100,70,2.9,NA,"Activités immobilières","500 à 999","Irlande","IRL"
63.7,98.14,97.14,61,2.4,NA,"Activités juridiques et comptables","500 à 999","Irlande","IRL"
68,100,100,11,2.7,NA,"Activités de location","500 à 999","Irlande","IRL"
38.9,100,100,72,2,NA,"Activités créatives, artistiques et de spectacle","500 à 999","Irlande","IRL"
75.7,100,100,5,2.14,NA,"Agriculture, sylviculture et pêche","500 à 999","Irlande","IRL"
93.14,100,100,87,5,NA,"Enseignement","500 à 999","Irlande","IRL"
95.14,100,100,43,4.9,NA,"Administration publique et santé","500 à 999","Irlande","IRL"
40,100,100,66,2.12,NA,"Ensemble des secteurs","1000 et plus","Irlande","IRL"
66.11,100,90.8,60,2.14,NA,"Industries extractives","1000 et plus","Irlande","IRL"
73.9,96.3,96.3,34,4.9,NA,"Industries alimentaire","1000 et plus","Irlande","IRL"
38.7,98.8,98.8,81,3,NA,"Fabrication de textiles","1000 et plus","Irlande","IRL"
76.13,100,87.1,32,2.13,NA,"Industrie du papier et du carton","1000 et plus","Irlande","IRL"
62.13,100,100,83,4.9,NA,"Cockefaction et raffinage","1000 et plus","Irlande","IRL"
53,99.9,98.8,73,3.12,NA,"Métallurgie","1000 et plus","Irlande","IRL"
66.7,100,100,63,2.8,NA,"Fabrication de produits informatiques","1000 et plus","Irlande","IRL"
50.13,86.7,86.7,97,2.3,NA,"Industrie automobile","1000 et plus","Irlande","IRL"
48.12,100,100,50,2.3,NA,"Fabrication de meubles","1000 et plus","Irlande","IRL"
56.7,100,100,88,3.22,NA,"Production et distribution d'électricité","1000 et plus","Irlande","IRL"
58.12,98.14,96.1,13,3.24,NA,"Construction","1000 et plus","Irlande","IRL"
36.1,97.7,92.7,20,2,NA,"Commerce et réparation d'automobiles","1000 et plus","Irlande","IRL"
58.6,100,100,91,2.9,NA,"Commerce de gros","1000 et plus","Irlande","IRL"
32.13,96.7,93.7,82,1.12,NA,"Commerce de détail","1000 et plus","Irlande","IRL"
50.8,99.8,97.14,37,3.7,NA,"Transports","1000 et plus","Irlande","IRL"
58.14,0,91.11,96,2.4,NA,"Hébergement, Restauration","1000 et plus","Irlande","IRL"
55.7,0,93.9,19,2.5,NA,"Edition, Production de films cinématographiques","1000 et plus","Irlande","IRL"
77,0,100,3,4.45,NA,"Activités des services financiers","1000 et plus","Irlande","IRL"
77.14,0,100,95,4.49,NA,"Activités auxiliaires de services financiers et d'assurance","1000 et plus","Irlande","IRL"
39.14,0,100,22,3.8,NA,"Activités des organisations associatives","1000 et plus","Irlande","IRL"
67.6,0,100,77,2.13,NA,"Activités immobilières","1000 et plus","Irlande","IRL"
65.7,99.6,98.1,79,3.6,NA,"Activités juridiques et comptables","1000 et plus","Irlande","IRL"
33.12,97.8,93.13,28,2.13,NA,"Activités de location","1000 et plus","Irlande","IRL"
45.9,84.7,84.7,68,2.14,NA,"Activités créatives, artistiques et de spectacle","1000 et plus","Irlande","IRL"
43.7,100,100,67,3.5,NA,"Enseignement","1000 et plus","Irlande","IRL"
183,95.11,93.7,15,3.2,NA,"Administration publique et santé","1000 et plus","Irlande","IRL"
198,98.7,96.7,27,3.4,NA,"Ensemble des secteurs","Ensemble","Italie","ITA"
51.7,99.13,97.14,46,3.4,NA,"Industries extractives","Ensemble","Italie","ITA"
67.6,100,100,56,3.6,NA,"Industries alimentaire","Ensemble","Italie","ITA"
73.11,100,100,47,3.5,NA,"Fabrication de textiles","Ensemble","Italie","ITA"
55.25,100,100,45,2.1,NA,"Industrie du papier et du carton","Ensemble","Italie","ITA"
55.27,100,100,8,2.9,NA,"Cockefaction et raffinage","Ensemble","Italie","ITA"
73.9,100,100,51,2.7,NA,"Métallurgie","Ensemble","Italie","ITA"
59.11,100,100,90,3.6,NA,"Fabrication de produits informatiques","Ensemble","Italie","ITA"
67.14,100,100,10,3.5,NA,"Industrie automobile","Ensemble","Italie","ITA"
62.7,100,100,12,3.6,NA,"Fabrication de meubles","Ensemble","Italie","ITA"
44.14,100,100,4,2.12,NA,"Production et distribution d'électricité","Ensemble","Italie","ITA"
66.1,100,100,65,3.15,NA,"Construction","Ensemble","Italie","ITA"
57.9,100,96.13,6,3.16,NA,"Commerce et réparation d'automobiles","Ensemble","Italie","ITA"
40.9,100,100,58,2.6,NA,"Commerce de gros","Ensemble","Italie","ITA"
55.6,100,100,99,2.5,NA,"Commerce de détail","Ensemble","Italie","ITA"
44.8,98.7,90.13,85,2.2,NA,"Transports","Ensemble","Italie","ITA"
58.12,100,100,24,3.13,NA,"Hébergement, Restauration","Ensemble","Italie","ITA"
144.8,100,100,94,2.72,NA,"Edition, Production de films cinématographiques","Ensemble","Italie","ITA"
55.1,100,96.34,80,2.79,NA,"Activités des services financiers","Ensemble","Italie","ITA"
84.6,100,96.37,21,4,NA,"Activités auxiliaires de services financiers et d'assurance","Ensemble","Italie","ITA"
82.9,100,100,100,4.11,NA,"Activités des organisations associatives","Ensemble","Italie","ITA"
75.11,100,100,7,5.7,NA,"Activités immobilières","Ensemble","Italie","ITA"
64,100,95.12,14,3.4,NA,"Activités juridiques et comptables","Ensemble","Italie","ITA"
64.6,100,100,59,3.5,NA,"Activités de location","Ensemble","Italie","ITA"
20.14,100,95.1,36,3.8,NA,"Activités créatives, artistiques et de spectacle","Ensemble","Italie","ITA"
49.12,100,100,17,5,NA,"Agriculture, sylviculture et pêche","Ensemble","Italie","ITA"
60.8,100,100,44,2.6,NA,"Enseignement","Ensemble","Italie","ITA"
40.9,100,94.1,52,3.1,NA,"Administration publique et santé","Ensemble","Italie","ITA"
48.6,99.5,96.13,57,3.8,NA,"Ensemble des secteurs","1 à 3","Italie","ITA"
63.7,99.6,98.13,38,3.7,NA,"Industries extractives","1 à 3","Italie","ITA"
58.14,100,100,18,2.1,NA,"Industries alimentaire","1 à 3","Italie","ITA"
80.7,100,100,98,3.1,NA,"Fabrication de textiles","1 à 3","Italie","ITA"
39.12,30.8,28.9,93,2.8,NA,"Industrie du papier et du carton","1 à 3","Italie","ITA"
44.42,61.8,59.9,42,2.1,NA,"Cockefaction et raffinage","1 à 3","Italie","ITA"
44.45,26.7,19.15,53,2.7,NA,"Métallurgie","1 à 3","Italie","ITA"
32.15,28.9,26.7,84,2.2,NA,"Fabrication de produits informatiques","1 à 3","Italie","ITA"
35.12,40,29.14,9,2.5,NA,"Industrie automobile","1 à 3","Italie","ITA"
59.8,51.1,47.1,86,3,NA,"Fabrication de meubles","1 à 3","Italie","ITA"
38.14,48.8,47,89,2.15,NA,"Production et distribution d'électricité","1 à 3","Italie","ITA"
63.12,47.14,43.14,23,2.16,NA,"Construction","1 à 3","Italie","ITA"
69.1,56.11,52.12,75,3.13,NA,"Commerce et réparation d'automobiles","1 à 3","Italie","ITA"
32.1,30.8,28.13,31,2.14,NA,"Commerce de gros","1 à 3","Italie","ITA"
47.8,39.12,37.1,62,5.15,NA,"Commerce de détail","1 à 3","Italie","ITA"
27.3,27.2,25.12,35,2.13,NA,"Transports","1 à 3","Italie","ITA"
25.13,29.8,29.1,78,2,NA,"Hébergement, Restauration","1 à 3","Italie","ITA"
34.52,34.9,32.15,29,2.8,NA,"Edition, Production de films cinématographiques","1 à 3","Italie","ITA"
34.56,24.14,23.9,54,2.3,NA,"Activités des services financiers","1 à 3","Italie","ITA"
47.11,49.13,47.11,41,2.6,NA,"Activités auxiliaires de services financiers et d'assurance","1 à 3","Italie","ITA"
18.12,19.9,15.13,55,1.14,NA,"Activités des organisations associatives","1 à 3","Italie","ITA"
46.9,32.9,27.15,40,2.1,NA,"Activités immobilières","1 à 3","Italie","ITA"
78.13,22.8,21.14,26,4.8,NA,"Activités juridiques et comptables","1 à 3","Italie","ITA"
59.13,43.7,42.14,69,3.1,NA,"Activités de location","1 à 3","Italie","ITA"
26.7,34.7,32.9,74,2.9,NA,"Activités créatives, artistiques et de spectacle","1 à 3","Italie","ITA"
43,23.7,22.7,49,2.3,NA,"Agriculture, sylviculture et pêche","1 à 3","Italie","ITA"
46.14,42.8,40.15,16,2.9,NA,"Enseignement","1 à 3","Italie","ITA"
33.7,34.1,32.15,25,2.6,NA,"Administration publique et santé","1 à 3","Italie","ITA"
20.14,30.9,28.14,39,6.15,NA,"Ensemble des secteurs","4 à 9","Italie","ITA"
14.9,331,17.13,48,1.11,NA,"Industries extractives","4 à 9","Italie","ITA"
30.13,357,40.12,76,2.1,NA,"Industries alimentaire","4 à 9","Italie","ITA"
41.7,33.7,31.13,71,3,NA,"Fabrication de textiles","4 à 9","Italie","ITA"
13.14,0,18.14,64,2.14,NA,"Industrie du papier et du carton","4 à 9","Italie","ITA"
-405,0,-540,1,2,NA,"Cockefaction et raffinage","4 à 9","Italie","ITA"
-420,0,-560,2,0.18,NA,"Métallurgie","4 à 9","Italie","ITA"
-435,0,-580,92,0.19,NA,"Fabrication de produits informatiques","4 à 9","Italie","ITA"
-450,0,-600,33,1,NA,"Industrie automobile","4 à 9","Italie","ITA"
-465,0,-620,30,0.6,NA,"Fabrication de meubles","4 à 9","Italie","ITA"
8.9,9.3,9.3,70,0.6,NA,"Production et distribution d'électricité","4 à 9","Italie","ITA"
10.1,20.2,20.2,61,0.8,NA,"Construction","4 à 9","Italie","ITA"
0,0,0,11,0.7,NA,"Commerce et réparation d'automobiles","4 à 9","Italie","ITA"
14.9,11.3,11.3,72,1,NA,"Commerce de gros","4 à 9","Italie","ITA"
0,216,216,5,0.12,NA,"Commerce de détail","4 à 9","Italie","ITA"
11.11,234,234,87,4.14,NA,"Transports","4 à 9","Italie","ITA"
9.76,17.8,17.8,43,1.8,NA,"Hébergement, Restauration","4 à 9","Italie","ITA"
9.83,15.1,15.1,66,0.14,NA,"Edition, Production de films cinématographiques","4 à 9","Italie","ITA"
14.8,17.3,17.3,60,1.7,NA,"Activités des services financiers","4 à 9","Italie","ITA"
13.12,29.2,29.2,34,0.9,NA,"Activités auxiliaires de services financiers et d'assurance","4 à 9","Italie","ITA"
4.8,7.9,7.9,81,0.9,NA,"Activités des organisations associatives","4 à 9","Italie","ITA"
8.1,13.8,13.8,32,2.7,NA,"Activités immobilières","4 à 9","Italie","ITA"
9.14,10,10,83,1.7,NA,"Activités juridiques et comptables","4 à 9","Italie","ITA"
37.14,32.6,32.6,73,26,NA,"Activités de location","4 à 9","Italie","ITA"
16.15,23.4,23.4,63,28,NA,"Activités créatives, artistiques et de spectacle","4 à 9","Italie","ITA"
25,20.2,20.2,97,2.9,NA,"Agriculture, sylviculture et pêche","4 à 9","Italie","ITA"
25.8,29.7,29.7,50,3.8,NA,"Enseignement","4 à 9","Italie","ITA"
23.9,27.11,26.15,88,2.1,NA,"Administration publique et santé","4 à 9","Italie","ITA"
8.7,23.13,23,13,21.12,NA,"Ensemble des secteurs","10 à 19","Italie","ITA"
9.11,14.7,14.7,20,1.6,NA,"Industries extractives","10 à 19","Italie","ITA"
17.7,26.8,22.11,91,1.6,NA,"Industries alimentaire","10 à 19","Italie","ITA"
12.1,12.2,12.2,82,1,NA,"Fabrication de textiles","10 à 19","Italie","ITA"
24.11,35.15,32.7,37,2.8,NA,"Industrie du papier et du carton","10 à 19","Italie","ITA"
0,0,0,96,0.6,NA,"Cockefaction et raffinage","10 à 19","Italie","ITA"
2.15,35.8,20.14,19,0.7,NA,"Métallurgie","10 à 19","Italie","ITA"
240,1200,1200,3,0.5,NA,"Fabrication de produits informatiques","10 à 19","Italie","ITA"
260,1300,1300,95,0.9,NA,"Industrie automobile","10 à 19","Italie","ITA"
7.1,31.9,22.12,22,0.9,NA,"Fabrication de meubles","10 à 19","Italie","ITA"
22,35.7,35.7,77,1.5,NA,"Production et distribution d'électricité","10 à 19","Italie","ITA"
22.9,32.7,32.7,79,1.1,NA,"Construction","10 à 19","Italie","ITA"
0,0,0,28,1.5,NA,"Commerce et réparation d'automobiles","10 à 19","Italie","ITA"
9.14,41.3,41.3,68,3.12,NA,"Commerce de gros","10 à 19","Italie","ITA"
22.8,44.8,44.8,67,0.14,NA,"Commerce de détail","10 à 19","Italie","ITA"
15.14,38,28.11,15,1,NA,"Transports","10 à 19","Italie","ITA"
11.63,31.5,31.5,27,1.9,NA,"Hébergement, Restauration","10 à 19","Italie","ITA"
11.69,38.1,35.14,46,8.8,NA,"Edition, Production de films cinématographiques","10 à 19","Italie","ITA"
15.7,26.14,24.15,56,4.8,NA,"Activités des services financiers","10 à 19","Italie","ITA"
18.9,48.14,45.13,47,1.2,NA,"Activités auxiliaires de services financiers et d'assurance","10 à 19","Italie","ITA"
9.15,26.15,19.12,45,1.8,NA,"Activités des organisations associatives","10 à 19","Italie","ITA"
15.9,54,34.14,8,1.7,NA,"Activités immobilières","10 à 19","Italie","ITA"
27,23.9,23.9,51,1.1,NA,"Activités juridiques et comptables","10 à 19","Italie","ITA"
46.9,65.2,65.2,90,3.9,NA,"Activités de location","10 à 19","Italie","ITA"
20.9,56.9,52,10,5.14,NA,"Activités créatives, artistiques et de spectacle","10 à 19","Italie","ITA"
30.9,21.14,16.7,12,1.4,NA,"Agriculture, sylviculture et pêche","10 à 19","Italie","ITA"
32.12,50.14,48.13,4,1.9,NA,"Enseignement","10 à 19","Italie","ITA"
79.14,40.11,39.13,65,1.7,NA,"Administration publique et santé","10 à 19","Italie","ITA"
13.12,42.13,40,6,3.8,NA,"Ensemble des secteurs","20 à 49","Italie","ITA"
8.11,36.15,27.11,58,1.37,NA,"Industries extractives","20 à 49","Italie","ITA"
28.15,67.13,65.11,99,1.4,NA,"Industries alimentaire","20 à 49","Italie","ITA"
41.14,37,37,85,13,NA,"Fabrication de textiles","20 à 49","Italie","ITA"
22.8,61.9,53.12,24,14,NA,"Industrie du papier et du carton","20 à 49","Italie","ITA"
32.1,75.15,69.14,94,1.4,NA,"Cockefaction et raffinage","20 à 49","Italie","ITA"
16.13,43.8,39.11,80,1.4,NA,"Métallurgie","20 à 49","Italie","ITA"
25,57.7,53.12,21,1.2,NA,"Fabrication de produits informatiques","20 à 49","Italie","ITA"
10.11,53.8,37.14,100,1.5,NA,"Industrie automobile","20 à 49","Italie","ITA"
58.13,73.15,65.8,7,1.8,NA,"Fabrication de meubles","20 à 49","Italie","ITA"
20.13,61.1,59.8,14,1.4,NA,"Production et distribution d'électricité","20 à 49","Italie","ITA"
21.9,77.8,60.11,59,1.6,NA,"Construction","20 à 49","Italie","ITA"
23.8,72.9,68.14,36,1.9,NA,"Commerce et réparation d'automobiles","20 à 49","Italie","ITA"
12.7,50.9,39.12,17,1.4,NA,"Commerce de gros","20 à 49","Italie","ITA"
34.11,71.9,65.12,44,2,NA,"Commerce de détail","20 à 49","Italie","ITA"
17.9,56.9,49.9,52,2.7,NA,"Transports","20 à 49","Italie","ITA"
19.9,74.12,68,57,1.6,NA,"Hébergement, Restauration","20 à 49","Italie","ITA"
19.6,62.8,55.11,38,1.6,NA,"Edition, Production de films cinématographiques","20 à 49","Italie","ITA"
19.7,63,46.13,18,1.6,NA,"Activités des services financiers","20 à 49","Italie","ITA"
24.13,67.11,62.11,98,1.9,NA,"Activités auxiliaires de services financiers et d'assurance","20 à 49","Italie","ITA"
11.11,44.7,31,93,3.7,NA,"Activités des organisations associatives","20 à 49","Italie","ITA"
17.11,63.1,51.1,42,1.1,NA,"Activités immobilières","20 à 49","Italie","ITA"
39.14,70,63.7,53,2.1,NA,"Activités juridiques et comptables","20 à 49","Italie","ITA"
47.1,78.9,73.11,84,3.8,NA,"Activités de location","20 à 49","Italie","ITA"
29.1,69.7,57.26,9,2.8,NA,"Activités créatives, artistiques et de spectacle","20 à 49","Italie","ITA"
24.13,58.12,57.28,86,1.9,NA,"Agriculture, sylviculture et pêche","20 à 49","Italie","ITA"
33.9,73.7,68,89,1.7,NA,"Enseignement","20 à 49","Italie","ITA"
17.1,66.9,55.11,23,1.9,NA,"Administration publique et santé","20 à 49","Italie","ITA"
27.11,62.9,57.1,75,5.7,NA,"Ensemble des secteurs","50 à 249","Italie","ITA"
21.8,54,44.11,31,1.8,NA,"Industries extractives","50 à 249","Italie","ITA"
31.15,65.7,58.12,62,2,NA,"Industries alimentaire","50 à 249","Italie","ITA"
26.15,74.14,68.14,35,2.13,NA,"Fabrication de textiles","50 à 249","Italie","ITA"
27.1,78.15,72,78,2,NA,"Industrie du papier et du carton","50 à 249","Italie","ITA"
32.7,82.11,78.12,29,2.25,NA,"Cockefaction et raffinage","50 à 249","Italie","ITA"
34.9,71.9,66.7,54,2.27,NA,"Métallurgie","50 à 249","Italie","ITA"
24.12,78.14,68.15,41,1.9,NA,"Fabrication de produits informatiques","50 à 249","Italie","ITA"
27,75.11,67.13,55,1.7,NA,"Industrie automobile","50 à 249","Italie","ITA"
35.8,90.12,85.12,40,1.9,NA,"Fabrication de meubles","50 à 249","Italie","ITA"
31.13,84.15,80.11,26,2,NA,"Production et distribution d'électricité","50 à 249","Italie","ITA"
35.14,91.1,81.11,69,2.8,NA,"Construction","50 à 249","Italie","ITA"
26,84.8,69.13,74,1.13,NA,"Commerce et réparation d'automobiles","50 à 249","Italie","ITA"
19.15,63.8,60.12,49,2,NA,"Commerce de gros","50 à 249","Italie","ITA"
43.15,100,85.14,16,2.8,NA,"Commerce de détail","50 à 249","Italie","ITA"
25.12,71.15,66.8,25,1.12,NA,"Transports","50 à 249","Italie","ITA"
33.13,89.1,84.12,39,2.8,NA,"Hébergement, Restauration","50 à 249","Italie","ITA"
22.13,83,73.9,48,1.6,NA,"Edition, Production de films cinématographiques","50 à 249","Italie","ITA"
21.9,68.9,58.11,76,1.6,NA,"Activités des services financiers","50 à 249","Italie","ITA"
18.11,85.9,79.11,71,1.8,NA,"Activités auxiliaires de services financiers et d'assurance","50 à 249","Italie","ITA"
17.11,67.12,59.14,64,1.3,NA,"Activités des organisations associatives","50 à 249","Italie","ITA"
22.1,77.8,68.1,1,1.6,NA,"Activités immobilières","50 à 249","Italie","ITA"
44,74.8,66.1,2,2.38,NA,"Activités juridiques et comptables","50 à 249","Italie","ITA"
39.8,89.15,85.8,92,2.41,NA,"Activités de location","50 à 249","Italie","ITA"
34.11,94,77.8,33,-0.14,NA,"Activités créatives, artistiques et de spectacle","50 à 249","Italie","ITA"
44.15,89.15,85,30,1.14,NA,"Agriculture, sylviculture et pêche","50 à 249","Italie","ITA"
37.12,88.13,81.15,70,2.64,NA,"Enseignement","50 à 249","Italie","ITA"
20.9,76.15,69.39,61,2.7,NA,"Administration publique et santé","50 à 249","Italie","ITA"
28.15,83,69.42,11,3.7,NA,"Ensemble des secteurs","250 à 499","Italie","ITA"
37,70.12,68.14,72,1.13,NA,"Industries extractives","250 à 499","Italie","ITA"
23.14,62.13,53.11,5,2.1,NA,"Industries alimentaire","250 à 499","Italie","ITA"
31.1,89.7,80.12,87,2.6,NA,"Fabrication de textiles","250 à 499","Italie","ITA"
44.1,95.7,90.9,43,2.5,NA,"Industrie du papier et du carton","250 à 499","Italie","ITA"
61.8,100,4,66,2.7,NA,"Cockefaction et raffinage","250 à 499","Italie","ITA"
51.8,93.12,-4,60,3.7,NA,"Métallurgie","250 à 499","Italie","ITA"
39.8,91.14,89.14,34,2,NA,"Fabrication de produits informatiques","250 à 499","Italie","ITA"
40.14,96.7,92.14,81,2.8,NA,"Industrie automobile","250 à 499","Italie","ITA"
50.15,93.1,93.1,32,2.8,NA,"Fabrication de meubles","250 à 499","Italie","ITA"
41,97.3,97.3,83,2.3,NA,"Production et distribution d'électricité","250 à 499","Italie","ITA"
76.9,106,96.1,73,1.14,NA,"Construction","250 à 499","Italie","ITA"
39.11,96.1,92.15,63,2,NA,"Commerce et réparation d'automobiles","250 à 499","Italie","ITA"
47.12,89.9,89.9,97,4.7,NA,"Commerce de gros","250 à 499","Italie","ITA"
55.14,106,97.14,50,2.27,NA,"Commerce de détail","250 à 499","Italie","ITA"
42.9,96.11,89.14,88,2.3,NA,"Transports","250 à 499","Italie","ITA"
36.11,94.7,88.12,13,1.14,NA,"Hébergement, Restauration","250 à 499","Italie","ITA"
42.7,96.11,91.15,20,2.15,NA,"Edition, Production de films cinématographiques","250 à 499","Italie","ITA"
31.12,91.9,86,91,2,NA,"Activités des services financiers","250 à 499","Italie","ITA"
40.13,106,96.9,82,2.11,NA,"Activités auxiliaires de services financiers et d'assurance","250 à 499","Italie","ITA"
28.14,88.9,74.8,37,1,NA,"Activités des organisations associatives","250 à 499","Italie","ITA"
39.13,89.12,85.15,96,2.8,NA,"Activités immobilières","250 à 499","Italie","ITA"
62.13,100,100,19,3.13,NA,"Activités juridiques et comptables","250 à 499","Italie","ITA"
77.9,100,100,3,2.14,NA,"Activités de location","250 à 499","Italie","ITA"
38.12,100,95.1,95,3.8,NA,"Activités créatives, artistiques et de spectacle","250 à 499","Italie","ITA"
51.9,88.11,81,22,3.9,NA,"Agriculture, sylviculture et pêche","250 à 499","Italie","ITA"
53.8,102,90.12,77,2.12,NA,"Enseignement","250 à 499","Italie","ITA"
28.9,93.14,89,79,3,NA,"Administration publique et santé","250 à 499","Italie","ITA"
31.13,95.1,89.7,28,3.12,NA,"Ensemble des secteurs","500 à 999","Italie","ITA"
50,93.8,78.12,68,1.12,NA,"Industries extractives","500 à 999","Italie","ITA"
29.15,93,84,67,2.1,NA,"Industries alimentaire","500 à 999","Italie","ITA"
43.9,96.14,92.14,15,2.9,NA,"Fabrication de textiles","500 à 999","Italie","ITA"
59,98.8,96.9,27,2.9,NA,"Industrie du papier et du carton","500 à 999","Italie","ITA"
54.11,88,100,46,0,NA,"Cockefaction et raffinage","500 à 999","Italie","ITA"
68.12,87,97.15,56,0,NA,"Métallurgie","500 à 999","Italie","ITA"
41.8,94.14,88.14,47,0,NA,"Fabrication de produits informatiques","500 à 999","Italie","ITA"
46,100,80.11,45,2.13,NA,"Industrie automobile","500 à 999","Italie","ITA"
66.11,100,98.8,8,3,NA,"Fabrication de meubles","500 à 999","Italie","ITA"
56.15,100,96.12,51,2.5,NA,"Production et distribution d'électricité","500 à 999","Italie","ITA"
66.8,100,100,90,2.8,NA,"Construction","500 à 999","Italie","ITA"
50.14,86.7,86.7,10,2.3,NA,"Commerce et réparation d'automobiles","500 à 999","Italie","ITA"
48.13,100,100,12,2.3,NA,"Commerce de gros","500 à 999","Italie","ITA"
56.8,100,100,4,3.26,NA,"Commerce de détail","500 à 999","Italie","ITA"
58.13,98.15,96.11,65,3.28,NA,"Transports","500 à 999","Italie","ITA"
36.11,97.8,92.8,6,2,NA,"Hébergement, Restauration","500 à 999","Italie","ITA"
58.7,100,100,58,2.1,NA,"Edition, Production de films cinématographiques","500 à 999","Italie","ITA"
32.14,96.8,93.8,99,1.13,NA,"Activités des services financiers","500 à 999","Italie","ITA"
50.9,99.9,97.15,85,3.8,NA,"Activités auxiliaires de services financiers et d'assurance","500 à 999","Italie","ITA"
58.15,0,91.12,24,2.6,NA,"Activités des organisations associatives","500 à 999","Italie","ITA"
55.8,0,93.1,94,2.7,NA,"Activités immobilières","500 à 999","Italie","ITA"
77,0,100,80,4.53,NA,"Activités juridiques et comptables","500 à 999","Italie","ITA"
77.15,0,100,21,4.57,NA,"Activités de location","500 à 999","Italie","ITA"
39.15,0,100,100,3.9,NA,"Activités créatives, artistiques et de spectacle","500 à 999","Italie","ITA"
67.7,0,100,7,2.14,NA,"Agriculture, sylviculture et pêche","500 à 999","Italie","ITA"
65.8,99.7,98.11,14,3.7,NA,"Enseignement","500 à 999","Italie","ITA"
33.13,97.9,93.14,59,2.15,NA,"Administration publique et santé","500 à 999","Italie","ITA"
45.1,84.7,84.7,36,2.16,NA,"Ensemble des secteurs","1000 et plus","Italie","ITA"
43.8,100,100,17,3.5,NA,"Industries extractives","1000 et plus","Italie","ITA"
213,95.12,93.8,44,3.2,NA,"Industries alimentaire","1000 et plus","Italie","ITA"
228,98.8,96.8,52,3.4,NA,"Fabrication de textiles","1000 et plus","Italie","ITA"
51.8,99.14,97.15,57,3.4,NA,"Industrie du papier et du carton","1000 et plus","Italie","ITA"
67.7,100,100,38,3.6,NA,"Cockefaction et raffinage","1000 et plus","Italie","ITA"
73.12,100,100,18,3.5,NA,"Métallurgie","1000 et plus","Italie","ITA"
55.29,100,100,98,2.1,NA,"Fabrication de produits informatiques","1000 et plus","Italie","ITA"
55.31,100,100,93,2.9,NA,"Industrie automobile","1000 et plus","Italie","ITA"
73.1,100,100,42,2.7,NA,"Fabrication de meubles","1000 et plus","Italie","ITA"
59.12,100,100,53,3.6,NA,"Production et distribution d'électricité","1000 et plus","Italie","ITA"
67.15,100,100,84,3.5,NA,"Construction","1000 et plus","Italie","ITA"
62.8,100,100,9,3.6,NA,"Commerce et réparation d'automobiles","1000 et plus","Italie","ITA"
44.15,100,100,86,2.13,NA,"Commerce de gros","1000 et plus","Italie","ITA"
66.11,100,100,89,3.17,NA,"Commerce de détail","1000 et plus","Italie","ITA"
57.1,100,96.14,23,3.18,NA,"Transports","1000 et plus","Italie","ITA"
40.1,100,100,75,2.6,NA,"Hébergement, Restauration","1000 et plus","Italie","ITA"
55.7,100,100,31,2.5,NA,"Edition, Production de films cinématographiques","1000 et plus","Italie","ITA"
44.9,98.8,90.14,62,2.2,NA,"Activités des services financiers","1000 et plus","Italie","ITA"
58.13,100,100,35,3.14,NA,"Activités auxiliaires de services financiers et d'assurance","1000 et plus","Italie","ITA"
144.9,100,100,78,2.86,NA,"Activités des organisations associatives","1000 et plus","Italie","ITA"
55.11,100,96.4,29,2.93,NA,"Activités immobilières","1000 et plus","Italie","ITA"
84.7,100,96.43,54,4,NA,"Activités juridiques et comptables","1000 et plus","Italie","ITA"
82.1,100,100,41,4.12,NA,"Activités de location","1000 et plus","Italie","ITA"
75.12,100,100,55,5.8,NA,"Activités créatives, artistiques et de spectacle","1000 et plus","Italie","ITA"
64,100,95.13,40,3.4,NA,"Enseignement","1000 et plus","Italie","ITA"
64.7,100,100,26,3.5,NA,"Administration publique et santé","1000 et plus","Italie","ITA"
20.15,100,95.11,69,3.8,NA,"Ensemble des secteurs","Ensemble","Lettonie","LVA"
49.13,100,100,74,5,NA,"Industries extractives","Ensemble","Lettonie","LVA"
60.9,100,100,49,2.7,NA,"Industries alimentaire","Ensemble","Lettonie","LVA"
40.1,100,94.11,16,3.1,NA,"Fabrication de textiles","Ensemble","Lettonie","LVA"
48.7,99.7,96.14,25,3.8,NA,"Industrie du papier et du carton","Ensemble","Lettonie","LVA"
63.8,99.8,98.14,39,3.7,NA,"Cockefaction et raffinage","Ensemble","Lettonie","LVA"
58.15,100,100,48,2.11,NA,"Métallurgie","Ensemble","Lettonie","LVA"
80.8,100,100,76,3.11,NA,"Fabrication de produits informatiques","Ensemble","Lettonie","LVA"
32.15,100,100,71,3,NA,"Industrie automobile","Ensemble","Lettonie","LVA"
62.9,100,100,64,2.1,NA,"Fabrication de meubles","Ensemble","Lettonie","LVA"
71.7,100,100,1,3.8,NA,"Production et distribution d'électricité","Ensemble","Lettonie","LVA"
72.1,100,100,2,3.5,NA,"Construction","Ensemble","Lettonie","LVA"
67.12,100,100,92,3.5,NA,"Commerce et réparation d'automobiles","Ensemble","Lettonie","LVA"
77.12,100,100,33,4,NA,"Commerce de gros","Ensemble","Lettonie","LVA"
54.13,100,83.9,30,2.15,NA,"Commerce de détail","Ensemble","Lettonie","LVA"
45.15,100,100,70,7,NA,"Transports","Ensemble","Lettonie","LVA"
68.8,100,100,61,4.7,NA,"Hébergement, Restauration","Ensemble","Lettonie","LVA"
47.14,88.3,88.3,11,3.12,NA,"Edition, Production de films cinématographiques","Ensemble","Lettonie","LVA"
