"tx_acc1","tx_form","tx_courses","heurstag","tx_tpf","secteur_ensemble","secteur","taille","NAME_FREN","iso3_code"
68,100,100,79,2.7,NA,"Fabrication de produits informatiques","500 à 999","Danemark","DNK"
38.6,100,100,28,2,NA,"Industrie automobile","500 à 999","Danemark","DNK"
75.4,100,100,68,2.11,NA,"Fabrication de meubles","500 à 999","Danemark","DNK"
93.11,100,100,67,5,NA,"Production et distribution d'électricité","500 à 999","Danemark","DNK"
95.11,100,100,15,4.6,NA,"Construction","500 à 999","Danemark","DNK"
40,100,100,27,2,NA,"Commerce et réparation d'automobiles","500 à 999","Danemark","DNK"
66.8,100,90.5,46,2.2,NA,"Commerce de gros","500 à 999","Danemark","DNK"
73.6,96.3,96.3,56,4.6,NA,"Commerce de détail","500 à 999","Danemark","DNK"
38.4,98.8,98.8,47,3,NA,"Transports","500 à 999","Danemark","DNK"
76.1,100,87.7,45,2.1,NA,"Hébergement, Restauration","500 à 999","Danemark","DNK"
62.1,100,100,8,4.6,NA,"Edition, Production de films cinématographiques","500 à 999","Danemark","DNK"
50,99.6,98.5,51,3.9,NA,"Activités des services financiers","500 à 999","Danemark","DNK"
66.4,100,100,90,2.8,NA,"Activités auxiliaires de services financiers et d'assurance","500 à 999","Danemark","DNK"
50.1,86.7,86.7,10,2.3,NA,"Activités des organisations associatives","500 à 999","Danemark","DNK"
48.9,100,100,12,2.3,NA,"Activités immobilières","500 à 999","Danemark","DNK"
56.4,100,100,4,3.1,NA,"Activités juridiques et comptables","500 à 999","Danemark","DNK"
58.9,98.11,96.7,65,3.12,NA,"Activités de location","500 à 999","Danemark","DNK"
36.7,97.4,92.4,6,2,NA,"Activités créatives, artistiques et de spectacle","500 à 999","Danemark","DNK"
58.3,100,100,58,2.6,NA,"Agriculture, sylviculture et pêche","500 à 999","Danemark","DNK"
32.1,96.4,93.4,99,1.9,NA,"Enseignement","500 à 999","Danemark","DNK"
50.5,99.5,97.11,85,3.4,NA,"Administration publique et santé","500 à 999","Danemark","DNK"
58.11,0,91.8,24,2.2,NA,"Ensemble des secteurs","1000 et plus","Danemark","DNK"
55.4,0,93.6,94,2.1,NA,"Industries extractives","1000 et plus","Danemark","DNK"
77,0,100,80,4.21,NA,"Industries alimentaire","1000 et plus","Danemark","DNK"
77.11,0,100,21,4.25,NA,"Fabrication de textiles","1000 et plus","Danemark","DNK"
39.11,0,100,100,3.5,NA,"Industrie du papier et du carton","1000 et plus","Danemark","DNK"
67.3,0,100,7,2.1,NA,"Cockefaction et raffinage","1000 et plus","Danemark","DNK"
65.4,99.3,98.7,14,3.3,NA,"Métallurgie","1000 et plus","Danemark","DNK"
33.9,97.5,93.1,59,2.7,NA,"Fabrication de produits informatiques","1000 et plus","Danemark","DNK"
45.6,84.7,84.7,36,2.8,NA,"Industrie automobile","1000 et plus","Danemark","DNK"
43.4,100,100,17,3.5,NA,"Fabrication de meubles","1000 et plus","Danemark","DNK"
93,95.8,93.4,44,3.2,NA,"Production et distribution d'électricité","1000 et plus","Danemark","DNK"
108,98.4,96.4,52,3.4,NA,"Construction","1000 et plus","Danemark","DNK"
51.4,99.1,97.11,57,3.4,NA,"Commerce et réparation d'automobiles","1000 et plus","Danemark","DNK"
67.3,100,100,38,3.6,NA,"Commerce de gros","1000 et plus","Danemark","DNK"
73.8,100,100,18,3.5,NA,"Commerce de détail","1000 et plus","Danemark","DNK"
55.13,100,100,98,2.1,NA,"Transports","1000 et plus","Danemark","DNK"
55.15,100,100,93,2.9,NA,"Hébergement, Restauration","1000 et plus","Danemark","DNK"
73.6,100,100,42,2.7,NA,"Edition, Production de films cinématographiques","1000 et plus","Danemark","DNK"
59.8,100,100,53,3.6,NA,"Activités des services financiers","1000 et plus","Danemark","DNK"
67.11,100,100,84,3.5,NA,"Activités auxiliaires de services financiers et d'assurance","1000 et plus","Danemark","DNK"
62.4,100,100,9,3.6,NA,"Activités des organisations associatives","1000 et plus","Danemark","DNK"
44.11,100,100,86,2.9,NA,"Activités immobilières","1000 et plus","Danemark","DNK"
66.7,100,100,89,3.9,NA,"Activités juridiques et comptables","1000 et plus","Danemark","DNK"
57.6,100,96.1,23,3.1,NA,"Activités de location","1000 et plus","Danemark","DNK"
40.6,100,100,75,2.6,NA,"Activités créatives, artistiques et de spectacle","1000 et plus","Danemark","DNK"
55.3,100,100,31,2.5,NA,"Enseignement","1000 et plus","Danemark","DNK"
44.5,98.4,90.1,62,2.2,NA,"Administration publique et santé","1000 et plus","Danemark","DNK"
58.9,100,100,35,3.1,NA,"Ensemble des secteurs","Ensemble","Estonie","EST"
144.5,100,100,78,2.3,NA,"Industries extractives","Ensemble","Estonie","EST"
55.7,100,96.16,29,2.37,NA,"Industries alimentaire","Ensemble","Estonie","EST"
84.3,100,96.19,54,4,NA,"Fabrication de textiles","Ensemble","Estonie","EST"
82.6,100,100,41,4.8,NA,"Industrie du papier et du carton","Ensemble","Estonie","EST"
75.8,100,100,55,5.4,NA,"Cockefaction et raffinage","Ensemble","Estonie","EST"
64,100,95.9,40,3.4,NA,"Métallurgie","Ensemble","Estonie","EST"
64.3,100,100,26,3.5,NA,"Fabrication de produits informatiques","Ensemble","Estonie","EST"
20.11,100,95.7,69,3.8,NA,"Industrie automobile","Ensemble","Estonie","EST"
49.9,100,100,74,5,NA,"Fabrication de meubles","Ensemble","Estonie","EST"
60.5,100,100,49,2.3,NA,"Production et distribution d'électricité","Ensemble","Estonie","EST"
40.6,100,94.7,16,3.1,NA,"Construction","Ensemble","Estonie","EST"
48.3,99.1,96.1,25,3.8,NA,"Commerce et réparation d'automobiles","Ensemble","Estonie","EST"
63.4,99,98.1,39,3.7,NA,"Commerce de gros","Ensemble","Estonie","EST"
58.11,100,100,48,2.7,NA,"Commerce de détail","Ensemble","Estonie","EST"
80.4,100,100,76,3.7,NA,"Transports","Ensemble","Estonie","EST"
39.9,30.5,28.6,71,2.8,NA,"Hébergement, Restauration","Ensemble","Estonie","EST"
44.24,61.5,59.6,64,2.1,NA,"Edition, Production de films cinématographiques","Ensemble","Estonie","EST"
44.27,26.4,19.12,1,2.7,NA,"Activités des services financiers","Ensemble","Estonie","EST"
32.12,28.6,26.4,2,2.2,NA,"Activités auxiliaires de services financiers et d'assurance","Ensemble","Estonie","EST"
35.9,37,29.11,92,2.5,NA,"Activités des organisations associatives","Ensemble","Estonie","EST"
59.5,51.7,47.7,33,3,NA,"Activités immobilières","Ensemble","Estonie","EST"
38.11,48.5,47,30,2.9,NA,"Activités juridiques et comptables","Ensemble","Estonie","EST"
63.9,47.11,43.11,70,2.1,NA,"Activités de location","Ensemble","Estonie","EST"
69.7,56.8,52.9,61,3.1,NA,"Activités créatives, artistiques et de spectacle","Ensemble","Estonie","EST"
32.7,30.5,28.1,11,2.11,NA,"Agriculture, sylviculture et pêche","Ensemble","Estonie","EST"
47.5,39.9,37.7,72,5.12,NA,"Enseignement","Ensemble","Estonie","EST"
27.3,27.2,25.9,5,2.1,NA,"Administration publique et santé","Ensemble","Estonie","EST"
25.1,29.8,29.1,87,2,NA,"Ensemble des secteurs","1 à 3","Estonie","EST"
34.28,34.9,32.12,43,2.8,NA,"Industries extractives","1 à 3","Estonie","EST"
34.32,24.11,23.6,66,2.3,NA,"Industries alimentaire","1 à 3","Estonie","EST"
47.8,49.1,47.8,60,2.6,NA,"Fabrication de textiles","1 à 3","Estonie","EST"
18.9,19.6,15.1,34,1.11,NA,"Industrie du papier et du carton","1 à 3","Estonie","EST"
46.6,32.6,27.12,81,2.7,NA,"Cockefaction et raffinage","1 à 3","Estonie","EST"
78.1,22.5,21.11,32,4.5,NA,"Métallurgie","1 à 3","Estonie","EST"
59.1,43.4,42.11,83,3.7,NA,"Fabrication de produits informatiques","1 à 3","Estonie","EST"
26.4,34.4,32.6,73,2.9,NA,"Industrie automobile","1 à 3","Estonie","EST"
40,23.4,22.4,63,2.3,NA,"Fabrication de meubles","1 à 3","Estonie","EST"
46.11,42.5,40.12,97,2.9,NA,"Production et distribution d'électricité","1 à 3","Estonie","EST"
33.4,34.7,32.12,50,2.6,NA,"Construction","1 à 3","Estonie","EST"
20.11,30.6,28.11,88,6.12,NA,"Commerce et réparation d'automobiles","1 à 3","Estonie","EST"
14.6,175,17.1,13,1.8,NA,"Commerce de gros","1 à 3","Estonie","EST"
30.1,201,40.9,20,2.7,NA,"Commerce de détail","1 à 3","Estonie","EST"
41.4,33.4,31.1,91,3,NA,"Transports","1 à 3","Estonie","EST"
13.11,0,18.11,82,2.11,NA,"Hébergement, Restauration","1 à 3","Estonie","EST"
-180,0,-240,37,2,NA,"Edition, Production de films cinématographiques","1 à 3","Estonie","EST"
-195,0,-260,96,0.12,NA,"Activités des services financiers","1 à 3","Estonie","EST"
-210,0,-280,19,0.13,NA,"Activités auxiliaires de services financiers et d'assurance","1 à 3","Estonie","EST"
-225,0,-300,3,1,NA,"Activités des organisations associatives","1 à 3","Estonie","EST"
-240,0,-320,95,0.6,NA,"Activités immobilières","1 à 3","Estonie","EST"
8.6,9.3,9.3,22,0.6,NA,"Activités juridiques et comptables","1 à 3","Estonie","EST"
10.7,20.2,20.2,77,0.8,NA,"Activités de location","1 à 3","Estonie","EST"
0,0,0,79,0.7,NA,"Activités créatives, artistiques et de spectacle","1 à 3","Estonie","EST"
14.6,11.3,11.3,28,1,NA,"Agriculture, sylviculture et pêche","1 à 3","Estonie","EST"
0,108,108,68,0.9,NA,"Enseignement","1 à 3","Estonie","EST"
11.8,126,126,67,4.11,NA,"Administration publique et santé","1 à 3","Estonie","EST"
9.34,17.8,17.8,15,1.5,NA,"Ensemble des secteurs","4 à 9","Estonie","EST"
9.41,15.1,15.1,27,0.11,NA,"Industries extractives","4 à 9","Estonie","EST"
14.5,17.3,17.3,46,1.4,NA,"Industries alimentaire","4 à 9","Estonie","EST"
13.9,29.2,29.2,56,0.9,NA,"Fabrication de textiles","4 à 9","Estonie","EST"
4.5,7.9,7.9,47,0.9,NA,"Industrie du papier et du carton","4 à 9","Estonie","EST"
8.7,13.8,13.8,45,2.4,NA,"Cockefaction et raffinage","4 à 9","Estonie","EST"
9.11,10,10,8,1.4,NA,"Métallurgie","4 à 9","Estonie","EST"
37.11,32.6,32.6,51,14,NA,"Fabrication de produits informatiques","4 à 9","Estonie","EST"
16.12,23.4,23.4,90,16,NA,"Industrie automobile","4 à 9","Estonie","EST"
22,20.2,20.2,10,2.6,NA,"Fabrication de meubles","4 à 9","Estonie","EST"
25.5,29.7,29.7,12,3.5,NA,"Production et distribution d'électricité","4 à 9","Estonie","EST"
23.6,27.8,26.12,4,2.7,NA,"Construction","4 à 9","Estonie","EST"
8.4,23.1,23,65,21.9,NA,"Commerce et réparation d'automobiles","4 à 9","Estonie","EST"
9.8,14.7,14.7,6,1.6,NA,"Commerce de gros","4 à 9","Estonie","EST"
17.4,26.5,22.8,58,1.6,NA,"Commerce de détail","4 à 9","Estonie","EST"
12.1,12.2,12.2,99,1,NA,"Transports","4 à 9","Estonie","EST"
24.8,35.12,32.4,85,2.5,NA,"Hébergement, Restauration","4 à 9","Estonie","EST"
0,0,0,24,0.6,NA,"Edition, Production de films cinématographiques","4 à 9","Estonie","EST"
2.12,35.5,20.11,94,0.7,NA,"Activités des services financiers","4 à 9","Estonie","EST"
120,600,600,80,0.5,NA,"Activités auxiliaires de services financiers et d'assurance","4 à 9","Estonie","EST"
140,700,700,21,0.9,NA,"Activités des organisations associatives","4 à 9","Estonie","EST"
7.7,31.6,22.9,100,0.9,NA,"Activités immobilières","4 à 9","Estonie","EST"
19,35.7,35.7,7,1.5,NA,"Activités juridiques et comptables","4 à 9","Estonie","EST"
22.6,32.7,32.7,14,1.1,NA,"Activités de location","4 à 9","Estonie","EST"
0,0,0,59,1.5,NA,"Activités créatives, artistiques et de spectacle","4 à 9","Estonie","EST"
9.11,41.3,41.3,36,3.9,NA,"Agriculture, sylviculture et pêche","4 à 9","Estonie","EST"
22.5,44.8,44.8,17,0.11,NA,"Enseignement","4 à 9","Estonie","EST"
15.11,35,28.8,44,1,NA,"Administration publique et santé","4 à 9","Estonie","EST"
11.27,31.5,31.5,52,1.6,NA,"Ensemble des secteurs","10 à 19","Estonie","EST"
11.33,38.7,35.11,57,8.5,NA,"Industries extractives","10 à 19","Estonie","EST"
15.4,26.11,24.12,38,4.5,NA,"Industries alimentaire","10 à 19","Estonie","EST"
18.6,48.11,45.1,18,1.2,NA,"Fabrication de textiles","10 à 19","Estonie","EST"
9.12,26.12,19.9,98,1.8,NA,"Industrie du papier et du carton","10 à 19","Estonie","EST"
15.6,51,34.11,93,1.7,NA,"Cockefaction et raffinage","10 à 19","Estonie","EST"
24,23.9,23.9,42,1.1,NA,"Métallurgie","10 à 19","Estonie","EST"
46.6,65.2,65.2,53,3.6,NA,"Fabrication de produits informatiques","10 à 19","Estonie","EST"
20.6,56.6,52,84,5.11,NA,"Industrie automobile","10 à 19","Estonie","EST"
30.6,21.11,16.4,9,1.4,NA,"Fabrication de meubles","10 à 19","Estonie","EST"
32.9,50.11,48.1,86,1.9,NA,"Production et distribution d'électricité","10 à 19","Estonie","EST"
79.11,40.8,39.1,89,1.7,NA,"Construction","10 à 19","Estonie","EST"
13.9,42.1,40,23,3.5,NA,"Commerce et réparation d'automobiles","10 à 19","Estonie","EST"
8.8,36.12,27.8,75,1.19,NA,"Commerce de gros","10 à 19","Estonie","EST"
28.12,67.1,65.8,31,1.22,NA,"Commerce de détail","10 à 19","Estonie","EST"
41.11,37,37,62,7,NA,"Transports","10 à 19","Estonie","EST"
22.5,61.6,53.9,35,8,NA,"Hébergement, Restauration","10 à 19","Estonie","EST"
32.7,75.12,69.11,78,1.4,NA,"Edition, Production de films cinématographiques","10 à 19","Estonie","EST"
16.1,43.5,39.8,29,1.4,NA,"Activités des services financiers","10 à 19","Estonie","EST"
22,57.4,53.9,54,1.2,NA,"Activités auxiliaires de services financiers et d'assurance","10 à 19","Estonie","EST"
10.8,53.5,37.11,41,1.5,NA,"Activités des organisations associatives","10 à 19","Estonie","EST"
58.1,73.12,65.5,55,1.8,NA,"Activités immobilières","10 à 19","Estonie","EST"
20.1,61.7,59.5,40,1.4,NA,"Activités juridiques et comptables","10 à 19","Estonie","EST"
21.6,77.5,60.8,26,1.6,NA,"Activités de location","10 à 19","Estonie","EST"
23.5,72.6,68.11,69,1.9,NA,"Activités créatives, artistiques et de spectacle","10 à 19","Estonie","EST"
12.4,50.6,39.9,74,1.4,NA,"Agriculture, sylviculture et pêche","10 à 19","Estonie","EST"
34.8,71.6,65.9,49,2,NA,"Enseignement","10 à 19","Estonie","EST"
17.6,56.6,49.6,16,2.4,NA,"Administration publique et santé","10 à 19","Estonie","EST"
19.9,74.9,68,25,1.6,NA,"Ensemble des secteurs","20 à 49","Estonie","EST"
19.6,62.5,55.8,39,1.6,NA,"Industries extractives","20 à 49","Estonie","EST"
19.7,60,46.1,48,1.6,NA,"Industries alimentaire","20 à 49","Estonie","EST"
24.1,67.8,62.8,76,1.9,NA,"Fabrication de textiles","20 à 49","Estonie","EST"
11.8,44.4,31,71,3.4,NA,"Industrie du papier et du carton","20 à 49","Estonie","EST"
17.8,63.7,51.7,64,1.7,NA,"Cockefaction et raffinage","20 à 49","Estonie","EST"
39.11,67,63.4,1,2.7,NA,"Métallurgie","20 à 49","Estonie","EST"
47.7,78.6,73.8,2,3.5,NA,"Fabrication de produits informatiques","20 à 49","Estonie","EST"
29.7,69.4,57.14,92,2.5,NA,"Industrie automobile","20 à 49","Estonie","EST"
24.1,58.9,57.16,33,1.9,NA,"Fabrication de meubles","20 à 49","Estonie","EST"
33.6,73.4,68,30,1.7,NA,"Production et distribution d'électricité","20 à 49","Estonie","EST"
17.7,66.6,55.8,70,1.9,NA,"Construction","20 à 49","Estonie","EST"
27.8,62.6,57.7,61,5.4,NA,"Commerce et réparation d'automobiles","20 à 49","Estonie","EST"
21.5,51,44.8,11,1.5,NA,"Commerce de gros","20 à 49","Estonie","EST"
31.12,65.4,58.9,72,2,NA,"Commerce de détail","20 à 49","Estonie","EST"
26.12,74.11,68.11,5,2.1,NA,"Transports","20 à 49","Estonie","EST"
27.7,78.12,72,87,2,NA,"Hébergement, Restauration","20 à 49","Estonie","EST"
32.4,82.8,78.9,43,2.13,NA,"Edition, Production de films cinématographiques","20 à 49","Estonie","EST"
34.6,71.6,66.4,66,2.15,NA,"Activités des services financiers","20 à 49","Estonie","EST"
24.9,78.11,68.12,60,1.9,NA,"Activités auxiliaires de services financiers et d'assurance","20 à 49","Estonie","EST"
24,75.8,67.1,34,1.7,NA,"Activités des organisations associatives","20 à 49","Estonie","EST"
35.5,90.9,85.9,81,1.9,NA,"Activités immobilières","20 à 49","Estonie","EST"
31.1,84.12,80.8,32,2,NA,"Activités juridiques et comptables","20 à 49","Estonie","EST"
35.11,91.7,81.8,83,2.5,NA,"Activités de location","20 à 49","Estonie","EST"
23,84.5,69.1,73,1.1,NA,"Activités créatives, artistiques et de spectacle","20 à 49","Estonie","EST"
19.12,63.5,60.9,63,2,NA,"Agriculture, sylviculture et pêche","20 à 49","Estonie","EST"
43.12,97,85.11,97,2.5,NA,"Enseignement","20 à 49","Estonie","EST"
25.9,71.12,66.5,50,1.9,NA,"Administration publique et santé","20 à 49","Estonie","EST"
33.1,89.7,84.9,88,2.5,NA,"Ensemble des secteurs","50 à 249","Estonie","EST"
22.1,80,73.6,13,1.6,NA,"Industries extractives","50 à 249","Estonie","EST"
21.6,68.6,58.8,20,1.6,NA,"Industries alimentaire","50 à 249","Estonie","EST"
18.8,85.6,79.8,91,1.8,NA,"Fabrication de textiles","50 à 249","Estonie","EST"
17.8,67.9,59.11,82,1.3,NA,"Industrie du papier et du carton","50 à 249","Estonie","EST"
22.7,77.5,68.7,37,1.6,NA,"Cockefaction et raffinage","50 à 249","Estonie","EST"
41,74.5,66.7,96,2.2,NA,"Métallurgie","50 à 249","Estonie","EST"
39.5,89.12,85.5,19,2.23,NA,"Fabrication de produits informatiques","50 à 249","Estonie","EST"
34.8,91,77.5,3,-0.11,NA,"Industrie automobile","50 à 249","Estonie","EST"
44.12,89.12,85,95,1.11,NA,"Fabrication de meubles","50 à 249","Estonie","EST"
37.9,88.1,81.12,22,2.28,NA,"Production et distribution d'électricité","50 à 249","Estonie","EST"
20.6,76.12,69.21,77,2.34,NA,"Construction","50 à 249","Estonie","EST"
28.12,80,69.24,79,3.4,NA,"Commerce et réparation d'automobiles","50 à 249","Estonie","EST"
34,70.9,68.11,28,1.1,NA,"Commerce de gros","50 à 249","Estonie","EST"
23.11,62.1,53.8,68,2.1,NA,"Commerce de détail","50 à 249","Estonie","EST"
31.7,89.4,80.9,67,2.6,NA,"Transports","50 à 249","Estonie","EST"
44.7,95.4,90.6,15,2.5,NA,"Hébergement, Restauration","50 à 249","Estonie","EST"
61.5,100,52,27,2.7,NA,"Edition, Production de films cinématographiques","50 à 249","Estonie","EST"
51.5,93.9,44,46,3.4,NA,"Activités des services financiers","50 à 249","Estonie","EST"
39.5,91.11,89.11,56,2,NA,"Activités auxiliaires de services financiers et d'assurance","50 à 249","Estonie","EST"
40.11,96.4,92.11,47,2.8,NA,"Activités des organisations associatives","50 à 249","Estonie","EST"
50.12,93.1,93.1,45,2.8,NA,"Activités immobilières","50 à 249","Estonie","EST"
38,97.3,97.3,8,2.3,NA,"Activités juridiques et comptables","50 à 249","Estonie","EST"
76.6,103,96.7,51,1.11,NA,"Activités de location","50 à 249","Estonie","EST"
39.8,96.7,92.12,90,2,NA,"Activités créatives, artistiques et de spectacle","50 à 249","Estonie","EST"
47.9,89.9,89.9,10,4.4,NA,"Agriculture, sylviculture et pêche","50 à 249","Estonie","EST"
55.11,103,97.11,12,2.9,NA,"Enseignement","50 à 249","Estonie","EST"
42.6,96.8,89.11,4,2.12,NA,"Administration publique et santé","50 à 249","Estonie","EST"
36.8,94.4,88.9,65,1.11,NA,"Ensemble des secteurs","250 à 499","Estonie","EST"
42.4,96.8,91.12,6,2.12,NA,"Industries extractives","250 à 499","Estonie","EST"
31.9,91.6,86,58,2,NA,"Industries alimentaire","250 à 499","Estonie","EST"
40.1,103,96.6,99,2.8,NA,"Fabrication de textiles","250 à 499","Estonie","EST"
28.11,88.6,74.5,85,1,NA,"Industrie du papier et du carton","250 à 499","Estonie","EST"
39.1,89.9,85.12,24,2.5,NA,"Cockefaction et raffinage","250 à 499","Estonie","EST"
62.1,100,100,94,3.1,NA,"Métallurgie","250 à 499","Estonie","EST"
77.6,100,100,80,2.11,NA,"Fabrication de produits informatiques","250 à 499","Estonie","EST"
38.9,100,95.7,21,3.2,NA,"Industrie automobile","250 à 499","Estonie","EST"
51.6,88.8,81,100,3.3,NA,"Fabrication de meubles","250 à 499","Estonie","EST"
53.5,99,90.9,7,2.9,NA,"Production et distribution d'électricité","250 à 499","Estonie","EST"
28.6,93.11,89,14,3,NA,"Construction","250 à 499","Estonie","EST"
31.1,95.7,89.4,59,3.9,NA,"Commerce et réparation d'automobiles","250 à 499","Estonie","EST"
47,93.5,78.9,36,1.9,NA,"Commerce de gros","250 à 499","Estonie","EST"
29.12,93,84,17,2.1,NA,"Commerce de détail","250 à 499","Estonie","EST"
43.6,96.11,92.11,44,2.9,NA,"Transports","250 à 499","Estonie","EST"
56,98.5,96.6,52,2.9,NA,"Hébergement, Restauration","250 à 499","Estonie","EST"
54.8,94,100,57,0,NA,"Edition, Production de films cinématographiques","250 à 499","Estonie","EST"
68.9,93,97.12,38,0,NA,"Activités des services financiers","250 à 499","Estonie","EST"
41.5,94.11,88.11,18,0,NA,"Activités auxiliaires de services financiers et d'assurance","250 à 499","Estonie","EST"
46,100,80.8,98,2.1,NA,"Activités des organisations associatives","250 à 499","Estonie","EST"
66.8,100,98.5,93,3,NA,"Activités immobilières","250 à 499","Estonie","EST"
