tx_acc1	taux_acces	taille_equi	secteur_equi	tx_form	part_form	tx_courses	heurstag	h_stag	tx_tpf	TPF	tx_c5a	tx_c5b	tx_c5c	tx_c5d	tx_c5e	tx_c5f	tx_c5g	tx_c5h	tx_c5i	tx_c5autr	tx_c5j	tx_c5k	tx_c5l	tx_d3a	tx_d3b	tx_d3c	tx_d3d	tx_d3e	tx_d3f	tx_d3g	tx_d3h	tx_d3i	tx_d3autr	secteur	secteur_ensemble	Info_secteur	taille
31	0.31	4	25	70.6	0.706	68.8	30.9	0.309	1.7	0.017	2.7	0	11.8	5.3	2.7	2.7	3.8	6.4	58.7	39.7	0	5.3	39.7	39.7	40.2	25	25	34	10.4	24.7	30	63.9	0	Agriculture. sylviculture et pêche	0	Culture et production animale. chasse et services annexes. Sylviculture et exploitation forestière. Pêche et aquaculture	20 à 49 salariés
23.8	0.238	4	26	62.7	0.627	53.5	29.1	0.291	2.1	0.021	10.5	8.4	28.4	15.8	0	5.6	42	0.1	48.1	31.1	4.1	0	31.1	49.9	38.5	11.1	10.8	29.8	6.1	18.4	54.1	63.8	10.8	Enseignement	0	Enseignement	20 à 49 salariés
31.4	0.314	4	27	89.1	0.891	80.6	31.8	0.318	2.6	0.026	3.8	7.1	22.9	15.9	0	9.5	11.6	0.6	69.8	25.8	8.1	1.3	26.2	32.5	39	17.4	8.7	30.2	5.6	21.4	50.7	80.4	8.6	Administration publique et santé	0	"Administration publique et défense ; sécurité sociale obligatoire. Activités pour la santé humaine. Hébergement médico-social et social. Action sociale sans hébergement"	20 à 49 salariés
44.4	0.444	5	0	95.1	0.951	90.3	20.7	0.207	2.5	0.025	6.1	10.7	29.1	9.9	11.2	4.9	10.2	8.8	67.9	31.2	5	1.3	33	29	30.1	15.8	12.4	30.2	8.9	19.1	38.9	71.2	8.9	Ensemble	1	Ensemble	50 à 249 salariés
61.2	0.612	5	1	100	1	100	17.8	0.178	2.7	0.027	0	9.2	23.1	4.6	0	4.6	15.4	0	71.5	37.7	0	0	42.3	32.3	23.1	13.9	28.5	23.8	0	10	51.6	61.5	4.6	Industries extractives	0	Extraction de houille et de lignite. Extraction d'hydrocarbures. Extraction de minerais métalliques. Autres industries extractives. Services de soutien aux industries extractives	50 à 249 salariés
51.2	0.512	5	2	93.6	0.936	92	24.6	0.246	3.1	0.031	0	11.3	38.8	5.7	6.5	5.5	5.7	1.8	73.8	28.9	0	0	28.9	25.2	25.8	10.9	16.5	26.1	7.7	8.3	38.1	78.6	5.6	Industries alimentaire	0	Industries alimentaires. Fabrications de boissons. Fabrication de produits à base de tabac	50 à 249 salariés
39.2	0.392	5	3	91.8	0.918	89.8	21.7	0.217	2	0.02	2.1	2.4	30.6	0	4.6	0	9.2	4.8	72.9	49.6	0	0	49.6	21.5	25.4	22.4	46.5	45.5	9.7	28.1	44.8	68.6	9.4	Fabrication de textiles	0	Fabrication de textiles. Industrie de l'habillement. Industrie du cuir et de la chaussure	50 à 249 salariés
40.8	0.408	5	4	96.1	0.961	92.8	23.1	0.231	2.8	0.028	6.2	7.2	30.3	5.3	13.3	3.1	12.3	12.5	68.2	39.7	0	0	46.9	31	31.6	10.9	32.7	29.4	13.1	19.3	27.2	65.3	2	Industrie du papier et du carton	0	Industrie du papier et du carton.  Imprimerie et reproduction d'enregistrements	50 à 249 salariés
50.9	0.509	5	5	93.1	0.931	93.1	19	0.19	2.8	0.028	3.7	3.7	21.7	3.7	6.9	8	10.6	7.4	78.1	58.8	3.3	0	62.5	11.7	18.5	10.6	18	26	6.9	22.8	67.1	84.6	14.3	Cockefaction et raffinage	0	Cockefaction et raffinage. Industrie chimique et pharmaceutique. Fabrication de produits en caoutchouc et en plastique. Fabrication d'autres produits minéraux non métalliques	50 à 249 salariés
35	0.35	5	6	97.3	0.973	97.3	25.4	0.254	2.3	0.023	1.1	2.8	22.5	8.7	2.8	2.8	14.2	11.5	71.7	36.1	2.8	0	36.1	38.2	39.9	17.3	21.9	45.3	20.2	27.2	42.7	53	6	Métallurgie	0	Métallurgie. Fabrication de produits métalliques. à l'exception des machines et des équipements	50 à 249 salariés
76.3	0.763	5	7	100	1	96.4	9.1	0.091	1.8	0.018	3.3	11.3	28.4	5.7	9	10.4	8.5	14.4	74	48	0	0	48	38.2	31.9	19.6	28.1	49.4	14.2	23.3	50.6	80.9	17.1	Fabrication de produits informatiques	0	Fabrication de produits informatiques. électroniques et optiques. d'équipements électriques.  machines et équipements n.c.a.. Réparation et installation de machines et d'équipements	50 à 249 salariés
39.5	0.395	5	8	96.4	0.964	92.9	13.9	0.139	2	0.02	0	0	28.7	3.8	3.8	5.7	3.8	12.1	72	38.9	0	0	38.9	30.1	26.4	19	3.7	34.4	11.7	11	29.5	79.2	7.4	Industrie automobile	0	Industrie automobile. Fabrication d'autres matériels de transport	50 à 249 salariés
47.6	0.476	5	9	89.9	0.899	89.9	49.3	0.493	4.1	0.041	6	13.8	16.4	0	5.2	15.6	10.4	5.2	79	50.1	5.2	0	50.1	62.6	48.8	22.9	29.3	57.4	0	36.6	40.6	64.7	5.2	Fabrication de meubles	0	"Fabrication de meubles. Autres industries manufacturières. Travail du bois et fabrication d'articles en bois et en liège. à l'exception des meubles ; fabrication d'articles en vannerie et sparterie"	50 à 249 salariés
55.8	0.558	5	10	100	1	97.8	19.1	0.191	2.9	0.029	13.7	2.4	18.3	4.7	7.7	4.7	9.1	10.1	79.3	31.4	4.6	9.6	33.8	22.3	27.1	8.9	15.7	31.5	0	19.9	37.3	71.3	6.6	Production et distribution d'électricité	0	"Production et distribution d'électricité. de gaz. de vapeur et d'air conditionné. Captage. traitement et distribution d'eau. Collecte et traitement des eaux usées. Collecte. traitement et élimination des déchets ; récupération. Dépollution et autres services de gestion des déchets"	50 à 249 salariés
42.3	0.423	5	11	96.5	0.965	89.8	23.8	0.238	2.6	0.026	3.8	8.9	14	9.2	4.5	1.9	11.4	6.9	89.8	34.8	3.8	0	36.7	32.6	27.7	10.7	14.1	28.4	12.3	14	31.1	69.4	17	Construction	0	Construction de bâtiments. Génie civil. Travaux de construction spécialisés	50 à 249 salariés
36.5	0.365	5	12	94.1	0.941	88.6	18	0.18	1.8	0.018	3.1	18	24.8	9.6	28.7	0	3.1	0	69.8	17.2	0	0	23.7	28	30.9	28.8	3.2	22	14.8	12.3	25.2	66.8	13.3	Commerce et réparation d'automobiles	0	Commerce et réparation d'automobiles et de motocycles	50 à 249 salariés
42.1	0.421	5	13	96.5	0.965	91.9	21.5	0.215	2.9	0.029	14.2	7.8	23.9	7.2	24.1	2.1	14	21.4	59.9	28.1	5.1	0	30.6	28	37.3	30.5	10.4	37.1	11.6	30.7	38.7	73.1	11.7	Commerce de gros	0	Commerce de gros. à l'exception des automobiles et des motocycles	50 à 249 salariés
31.6	0.316	5	14	91.3	0.913	86	22.9	0.229	2	0.02	1.1	8.8	43.3	16.4	45.8	8.1	13.2	3.6	52.2	30.2	1.2	0	30.2	30.5	29.8	23.7	5.6	27.6	24.3	27.4	32.9	71.8	5.6	Commerce de détail	0	Commerce de détail. à l'exception des automobiles et des motocycles	50 à 249 salariés
40.7	0.407	5	15	100	1	96.3	19.1	0.191	2.5	0.025	4.3	6.7	22.6	2.3	4.2	7.9	12.5	3.1	75.4	44.9	2.2	2.1	46	35.4	28.7	20.4	17.4	30.5	4.9	13.7	39.2	68.1	9.2	Transports	0	Transports terrestres et transport par conduites. par eau. aériens. Entreposage et services auxiliaires des transports. Activités de poste et de courrier	50 à 249 salariés
28.8	0.288	5	16	88.3	0.883	74.2	21.1	0.211	1	0.01	0	5.9	60.2	21.3	18.8	1	11.4	9.3	29.1	29.6	14.3	0	29.6	50.1	20.7	20.9	16.7	43.7	20.8	17.2	43.8	66.4	0	Hébergement. Restauration	0	Hébergement. Restauration	50 à 249 salariés
39.7	0.397	5	17	89.6	0.896	85.9	18.5	0.185	2.2	0.022	27	40.3	38.5	0	6.7	4.1	5.7	18.1	56.3	16.6	5.7	2.3	16.6	30.1	37.5	15.6	13.3	37.1	2.8	16.9	53.8	58.5	4.2	Edition. Production de films cinématographiques	0	"Edition. Production de films cinématographiques. de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale. Programmation et diffusion. Télécommunications. Programmation. conseil et autres activités informatiques. Services d'information"	50 à 249 salariés
62.7	0.627	5	18	100	1	100	24.7	0.247	3.7	0.037	12	10	54.7	0	13.7	4.2	4.7	22	73.6	19.4	9.4	0	19.4	37.5	33.1	20	14.7	24.7	0	7.8	44.2	73.7	19.3	Activités des services financiers	0	Activités des services financiers. hors assurance et caisses de retraite. Assurance	50 à 249 salariés
77.3	0.773	5	19	100	1	100	18.7	0.187	2.8	0.028	6.3	9.2	41.1	10.1	30.4	6.5	3.6	5.7	75	22.7	10.1	0	25.6	32.3	26.7	0	6	17.6	0	19.5	29.2	69.6	0	Activités auxiliaires de services financiers et d'assurance	0	Activités auxiliaires de services financiers et d'assurance	50 à 249 salariés
38.6	0.386	5	20	100	1	95.4	35	0.35	3.4	0.034	20	7.5	25	6.5	2.8	5.6	13.8	4.9	78	16.3	9.2	13.7	16.3	27.7	29.6	21.6	15.5	23.3	7.9	21.5	23.2	81	18.2	Activités des organisations associatives	0	Activités des organisations associatives	50 à 249 salariés
51.3	0.513	5	21	88.5	0.885	81	35.3	0.353	3.3	0.033	10.8	11.9	33.7	1.8	13.7	9	17.4	0	80.4	28.2	4.2	0	28.2	21.6	29.3	5.5	7.4	24.3	1.4	30.6	34.8	62.7	11.8	Activités immobilières	0	Activités immobilières. Réparation d'ordinateurs et de biens personnels et domestiques. Autres services personnels	50 à 249 salariés
53.2	0.532	5	22	96	0.96	90.6	21.5	0.215	2.6	0.026	9.3	18.5	40.3	9.1	11.8	2.5	3.9	22.9	68	18.3	6.6	0	21.7	34	35.3	11.5	6.9	30.5	14.3	19.1	32.9	72.8	4.3	Activités juridiques et comptables	0	"Activités juridiques et comptables. Activités des sièges sociaux ; conseil de gestion. Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques. Publicité et études de marché. Autres activités spécialisées. scientifiques et techniques. Activités vétérinaires"	50 à 249 salariés
28.3	0.283	5	23	93.8	0.938	89	23.8	0.238	3	0.03	0.6	2.1	30.3	18.7	11.7	3.5	1.9	6.9	65.6	34.4	12.7	0.9	38.4	25.1	31.3	13.8	9.1	16.1	4.5	17.5	25	65.3	6.8	Activités de location	0	Activités de location et location-bail. Activités liées à l'emploi. Activités des agences de voyage. voyagistes. services de réservation et activités connexes. Enquêtes et sécurité. Services relatifs aux bâtiments et aménagement paysager. Activités administratives et autres activités de soutien aux entreprises	50 à 249 salariés
31.7	0.317	5	24	95.4	0.954	89.1	39.3	0.393	3.6	0.036	2.6	10.4	11.9	5.2	6.7	0	4.5	12.9	76.7	30.8	5.2	2.6	30.8	21.5	26.7	21.5	14.5	35.6	7.3	11.8	33.9	76.8	4.8	Activités créatives. artistiques et de spectacle	0	Activités créatives. artistiques et de spectacle. Bibliothèques. archives. musées et autres activités culturelles. Organisation de jeux de hasard et d'argent. Activités sportives. récréatives et de loisirs	50 à 249 salariés
44	0.44	5	25	93.2	0.932	78.6	10.1	0.101	1.6	0.016	17.3	8.6	17.3	0	8.6	0	0	0	82.7	53.2	17.3	0	53.2	21.9	29.2	15.7	30.3	30.3	0	21.9	52.2	82.5	7.3	Agriculture. sylviculture et pêche	0	Culture et production animale. chasse et services annexes. Sylviculture et exploitation forestière. Pêche et aquaculture	50 à 249 salariés
29.9	0.299	5	26	93	0.93	84	13.9	0.139	2.1	0.021	9.2	15.8	14.2	11.1	4	7.5	25.8	8.7	43.5	26.7	0	0	33.8	20.3	22.7	13.3	13.8	23.6	0	12.2	34.6	64.3	12.7	Enseignement	0	Enseignement	50 à 249 salariés
43.3	0.433	5	27	96.8	0.968	92.8	25.5	0.255	2.9	0.029	3.5	10.2	28.4	18.4	2	5.4	11.5	1.8	71.6	25.1	7.2	4.1	25.3	20.8	28.1	7.5	3.9	26.4	3.5	17.5	46.9	79.3	7.9	Administration publique et santé	0	"Administration publique et défense ; sécurité sociale obligatoire. Activités pour la santé humaine. Hébergement médico-social et social. Action sociale sans hébergement"	50 à 249 salariés
53	0.53	6	0	98.2	0.982	96.3	20.3	0.203	2.9	0.029	9.9	10.3	45	9.9	13.7	4.1	8.2	11.4	75.1	34.3	4.3	0.7	35.2	26.1	25.4	12.6	13.2	28.7	5.7	18.9	38.2	77.4	8.4	Ensemble	1	Ensemble	250 à 499 salariés
54.5	0.545	6	1	100	1	100	17.5	0.175	2	0.02	0	0	73.1	0	0	0	16.3	0	88.1	41.9	0	0	56.9	11.9	11.9	0	11.9	0	0	0	15	71.9	0	Industries extractives	0	Extraction de houille et de lignite. Extraction d'hydrocarbures. Extraction de minerais métalliques. Autres industries extractives. Services de soutien aux industries extractives	250 à 499 salariés
68.6	0.686	6	2	99	0.99	97.9	18.2	0.182	3	0.03	1.1	8.9	52.5	7.6	14.7	9.1	4.6	6.6	82.6	46.8	1	0	49	28.1	21.4	7.7	15.3	22.5	5.2	18.6	42.2	72.4	6.6	Industries alimentaire	0	Industries alimentaires. Fabrications de boissons. Fabrication de produits à base de tabac	250 à 499 salariés
41.2	0.412	6	3	94.8	0.948	88.8	25.6	0.256	3	0.03	0	0	51.4	5.9	6.2	0	5.9	12.6	81.2	51.4	6.7	0	51.4	22.8	29.1	25	11.8	23.5	0	23.5	59.6	83.1	5.5	Fabrication de textiles	0	Fabrication de textiles. Industrie de l'habillement. Industrie du cuir et de la chaussure	250 à 499 salariés
46	0.46	6	4	100	1	80.5	23.9	0.239	2.7	0.027	2.4	8.1	49.9	8.1	0	0	0	42.8	91.9	42.5	0	0	42.5	47.6	33	0	13	19.8	6.5	31.6	31.7	73	6.5	Industrie du papier et du carton	0	Industrie du papier et du carton.  Imprimerie et reproduction d'enregistrements	250 à 499 salariés
66.5	0.665	6	5	100	1	98.2	19.2	0.192	3	0.03	14.6	14.2	49.7	5.6	3.5	0	1	19.3	76.5	43.7	0	0	43.7	19.6	19.6	6.9	7.4	25.1	5.3	8.9	38.7	70.8	1.8	Cockefaction et raffinage	0	Cockefaction et raffinage. Industrie chimique et pharmaceutique. Fabrication de produits en caoutchouc et en plastique. Fabrication d'autres produits minéraux non métalliques	250 à 499 salariés
56.9	0.569	6	6	100	1	96.6	16.5	0.165	2.5	0.025	14.1	0	49.8	4.1	0	7	7	33.1	88.6	61.7	0	0	61.7	43.7	31.7	24.9	24.9	45.5	10.7	25.4	41.6	89.8	3.7	Métallurgie	0	Métallurgie. Fabrication de produits métalliques. à l'exception des machines et des équipements	250 à 499 salariés
66.2	0.662	6	7	100	1	100	17.2	0.172	2.8	0.028	11.8	11.2	38.3	9.8	3.4	6.8	1.6	28.8	74.8	38.5	1.7	0	40	19.4	12.6	5.5	20	25.2	3.3	16.5	41.4	74.2	7.4	Fabrication de produits informatiques	0	Fabrication de produits informatiques. électroniques et optiques. d'équipements électriques.  machines et équipements n.c.a.. Réparation et installation de machines et d'équipements	250 à 499 salariés
50.8	0.508	6	8	86.7	0.867	86.7	13.4	0.134	2.3	0.023	5.1	10.2	37.9	0	6	22.1	11.1	35.8	94	36.5	5.1	0	36.5	57.4	40.5	17	32.4	42.2	6	30.2	63.3	91.5	20.9	Industrie automobile	0	Industrie automobile. Fabrication d'autres matériels de transport	250 à 499 salariés
48.7	0.487	6	9	100	1	100	15.5	0.155	2.3	0.023	9.7	18	66.6	0	2.4	0	0	16.6	82	39.1	7.3	0	39.1	37.1	20.5	8.3	39.5	14.6	0	21.5	54	90.3	24.1	Fabrication de meubles	0	"Fabrication de meubles. Autres industries manufacturières. Travail du bois et fabrication d'articles en bois et en liège. à l'exception des meubles ; fabrication d'articles en vannerie et sparterie"	250 à 499 salariés
56.2	0.562	6	10	100	1	100	23.6	0.236	3.2	0.032	14.2	5.4	27.5	2.2	5.4	0	13.8	7.6	79.2	51.8	0	2.1	51.8	31.7	23.4	6.8	8.3	15	2.2	19.2	18.8	66.7	4.3	Production et distribution d'électricité	0	"Production et distribution d'électricité. de gaz. de vapeur et d'air conditionné. Captage. traitement et distribution d'eau. Collecte et traitement des eaux usées. Collecte. traitement et élimination des déchets ; récupération. Dépollution et autres services de gestion des déchets"	250 à 499 salariés
58.7	0.587	6	11	98.9	0.989	96.5	21.8	0.218	3.4	0.034	2.4	4.1	42	11.2	5.2	2.4	8.4	2.5	77.9	45.5	1.2	1.2	45.5	29.5	17	7.1	13.8	27.6	5	20.3	30.6	76.2	5.5	Construction	0	Construction de bâtiments. Génie civil. Travaux de construction spécialisés	250 à 499 salariés
36.5	0.365	6	12	97.2	0.972	92.2	15	0.15	2	0.02	0	0	38.1	0	27.9	0	10.3	11.1	80.3	17.5	9.5	0	28.6	34.9	21.7	25.4	15	41.8	25.9	38.6	49.1	71.5	0	Commerce et réparation d'automobiles	0	Commerce et réparation d'automobiles et de motocycles	250 à 499 salariés
58.1	0.581	6	13	100	1	100	19.3	0.193	2.4	0.024	10.1	6.8	53.8	10.4	35	2.2	5.3	13.8	58.4	31.2	4.9	0	32	23.8	26.4	9.3	8.4	24.8	3.4	22.7	33.9	74.6	11.1	Commerce de gros	0	Commerce de gros. à l'exception des automobiles et des motocycles	250 à 499 salariés
32.8	0.328	6	14	96.2	0.962	93.2	12.8	0.128	1.7	0.017	6.1	6.2	44.5	6	60	2.1	15.3	0	62.3	27.9	0.7	0.7	27.9	31.5	21.4	21.1	12.6	29.3	13.3	19.1	33.7	80.1	4.8	Commerce de détail	0	Commerce de détail. à l'exception des automobiles et des motocycles	250 à 499 salariés
50.3	0.503	6	15	99.3	0.993	97.9	21.4	0.214	3.2	0.032	8.9	6.7	32.4	6.9	4.7	7.7	6.9	7.2	81.9	40.6	0.7	0	43.5	29	28.1	15.1	9.4	28.2	8	18.1	38.3	74.7	13.1	Transports	0	Transports terrestres et transport par conduites. par eau. aériens. Entreposage et services auxiliaires des transports. Activités de poste et de courrier	250 à 499 salariés
58.9	0.589	6	16	100	1	91.6	15.4	0.154	2.6	0.026	11.5	0	53.4	25.8	22.1	3.9	6.4	12	70.1	44.6	5.1	3.1	44.6	17.3	27.7	14.7	6.8	32.7	21.3	14.7	38.7	91.6	5.5	Hébergement. Restauration	0	Hébergement. Restauration	250 à 499 salariés
55.2	0.552	6	17	96	0.96	93.4	21.1	0.211	2.5	0.025	17.8	49.1	51.5	14.7	15.8	0	2.7	29.7	50.2	13.9	4.3	0	13.9	25.3	35.6	13.1	11.8	34.8	4.3	27.2	41.8	77.2	6.9	Edition. Production de films cinématographiques	0	"Edition. Production de films cinématographiques. de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale. Programmation et diffusion. Télécommunications. Programmation. conseil et autres activités informatiques. Services d'information"	250 à 499 salariés
77	0.77	6	18	100	1	100	25.9	0.259	4.5	0.045	5.4	8.7	45.2	2.9	27.2	0	4.4	2.7	86	30.5	10.9	0	30.5	18.6	20.1	0	11.1	18.2	0	11.6	33.6	80	5.4	Activités des services financiers	0	Activités des services financiers. hors assurance et caisses de retraite. Assurance	250 à 499 salariés
77.9	0.779	6	19	100	1	100	20	0.2	4.9	0.049	7.9	8.8	40.9	0	30.3	7.1	8.8	12.5	72.1	23.9	0	0	23.9	19.5	25.7	11.4	10.7	14.4	4.4	11.6	19.5	63.3	7.2	Activités auxiliaires de services financiers et d'assurance	0	Activités auxiliaires de services financiers et d'assurance	250 à 499 salariés
39.9	0.399	6	20	100	1	100	27.6	0.276	3.3	0.033	14.6	8.3	25.3	17.3	8.3	0	11.3	3.8	82.6	13.3	0	3.8	13.3	5.8	17.1	3.8	0	14	0	13.3	30.4	80.6	26.2	Activités des organisations associatives	0	Activités des organisations associatives	250 à 499 salariés
67.1	0.671	6	21	100	1	100	15.5	0.155	2.8	0.028	18	16.2	41.8	0	21.9	3.4	10.9	1.6	79.1	48	0	1.7	48	26.3	25.4	12.1	11.9	21.8	7	14.6	32.9	72.7	15	Activités immobilières	0	Activités immobilières. Réparation d'ordinateurs et de biens personnels et domestiques. Autres services personnels	250 à 499 salariés
65.2	0.652	6	22	99.1	0.991	98.5	18.3	0.183	3.1	0.031	14	16.1	56.1	10.4	12.4	4.5	2.1	22	69.7	27.8	7.5	0	29.5	21.6	30.4	16.6	18.5	28.9	2.3	18	33.4	71.7	8.2	Activités juridiques et comptables	0	"Activités juridiques et comptables. Activités des sièges sociaux ; conseil de gestion. Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques. Publicité et études de marché. Autres activités spécialisées. scientifiques et techniques. Activités vétérinaires"	250 à 499 salariés
33.7	0.337	6	23	97.3	0.973	93.8	25.3	0.253	2.3	0.023	6	5	36	8.6	12.8	2.4	10.3	5	81.3	27.3	8.8	3.5	28.9	31.7	25.6	20.9	10.3	33.6	3.5	19.6	27.9	71.6	10	Activités de location	0	Activités de location et location-bail. Activités liées à l'emploi. Activités des agences de voyage. voyagistes. services de réservation et activités connexes. Enquêtes et sécurité. Services relatifs aux bâtiments et aménagement paysager. Activités administratives et autres activités de soutien aux entreprises	250 à 499 salariés
45.4	0.454	6	24	84.7	0.847	84.7	21.1	0.211	2.4	0.024	17.1	17.4	49.3	12	0	0	11.4	15.9	88	35.4	0	0	35.4	30.1	12	6	21.9	28	6	12	41.5	68.7	6	Activités créatives. artistiques et de spectacle	0	Activités créatives. artistiques et de spectacle. Bibliothèques. archives. musées et autres activités culturelles. Organisation de jeux de hasard et d'argent. Activités sportives. récréatives et de loisirs	250 à 499 salariés
43.2	0.432	6	25	100	1	100	29.5	0.295	3.5	0.035	0	0	32.4	11.2	0	12.9	12.9	11.2	88.8	43.5	0	0	43.5	22.3	10	0	20.1	11.2	12.9	21.2	32.4	88.8	33.5	Agriculture. sylviculture et pêche	0	Culture et production animale. chasse et services annexes. Sylviculture et exploitation forestière. Pêche et aquaculture	250 à 499 salariés
33	0.33	6	26	95.6	0.956	93.2	23.6	0.236	3.2	0.032	20.8	16.8	39.1	6.2	2.6	7.6	19.3	10.4	59.7	28.3	7.1	2	28.3	27.5	26.8	26.7	19.4	36.3	5	21.8	40.8	84.3	9	Enseignement	0	Enseignement	250 à 499 salariés
48	0.48	6	27	98.2	0.982	96.2	24.6	0.246	3.4	0.034	10.1	6.4	43.8	18.5	0.5	4.8	13.8	1.1	81.5	29.5	8	0.9	30	20.6	28.7	9.1	10.7	31.8	4.3	17.4	46.2	83.5	9	Administration publique et santé	0	"Administration publique et défense ; sécurité sociale obligatoire. Activités pour la santé humaine. Hébergement médico-social et social. Action sociale sans hébergement"	250 à 499 salariés
51.2	0.512	7	0	99.8	0.998	97.9	20.6	0.206	3.4	0.034	11.4	9	50	10.4	15.8	2.8	6	11.4	75.8	36.7	4.2	0.8	39.5	24.1	25.2	10.2	13.2	26.8	6.5	17.5	39.8	81.5	7.7	Ensemble	1	Ensemble	500 à 999 salariés
67.1	0.671	7	1	100	1	100	19.8	0.198	3.6	0.036	0	0	0	0	0	0	0	0	100	0	0	0	0	0	100	0	100	0	0	0	0	100	0	Industries extractives	0	Extraction de houille et de lignite. Extraction d'hydrocarbures. Extraction de minerais métalliques. Autres industries extractives. Services de soutien aux industries extractives	500 à 999 salariés
73.6	0.736	7	2	100	1	100	15.9	0.159	3.5	0.035	6.8	1.2	72.7	12.5	14.5	12	0	11.1	71.5	40.2	2.4	0	40.2	22.7	22.3	12.6	16.3	11.3	4.7	17.5	53.3	85.8	3.6	Industries alimentaire	0	Industries alimentaires. Fabrications de boissons. Fabrication de produits à base de tabac	500 à 999 salariés
55.5	0.555	7	3	100	1	100	13.6	0.136	2.1	0.021	0	0	100	0	0	0	66.7	0	33.3	0	0	0	33.3	33.3	33.3	33.3	0	66.7	33.3	66.7	66.7	66.7	0	Fabrication de textiles	0	Fabrication de textiles. Industrie de l'habillement. Industrie du cuir et de la chaussure	500 à 999 salariés
55.7	0.557	7	4	100	1	100	19	0.19	2.9	0.029	13.2	13.2	26.4	13.2	28.5	0	0	26.4	81.2	28.5	0	0	28.5	26.4	13.2	26.4	13.2	26.4	13.2	39.5	39.5	81.2	0	Industrie du papier et du carton	0	Industrie du papier et du carton.  Imprimerie et reproduction d'enregistrements	500 à 999 salariés
73.4	0.734	7	5	100	1	100	16.1	0.161	2.7	0.027	3.8	14.3	39.1	8.1	13	0	0	13	82.7	45.9	0	0	47.1	30	36	11.7	14.2	17.5	3.8	26.2	48.3	74	0	Cockefaction et raffinage	0	Cockefaction et raffinage. Industrie chimique et pharmaceutique. Fabrication de produits en caoutchouc et en plastique. Fabrication d'autres produits minéraux non métalliques	500 à 999 salariés
59.6	0.596	7	6	100	1	100	25.6	0.256	3.6	0.036	11.5	0	46	0	11.5	0	0	13.4	88.5	77	0	0	77	47.8	24.9	0	23	34.5	0	23	34.5	77	0	Métallurgie	0	Métallurgie. Fabrication de produits métalliques. à l'exception des machines et des équipements	500 à 999 salariés
67.9	0.679	7	7	100	1	100	20.4	0.204	3.5	0.035	14.2	14.2	36.1	11.2	0	7.1	10.6	32	78.7	42.6	3.5	0	49.7	25.4	18.3	7.1	21.9	29	7.1	25.4	36.1	82.3	3.5	Fabrication de produits informatiques	0	Fabrication de produits informatiques. électroniques et optiques. d'équipements électriques.  machines et équipements n.c.a.. Réparation et installation de machines et d'équipements	500 à 999 salariés
62.2	0.622	7	8	100	1	100	20.8	0.208	3.6	0.036	6.5	13	54.5	0	0	13	0	19.5	87	40.1	0	0	47.7	38.3	26	33.6	27.1	53.1	27.1	25.2	19.5	93.5	18.7	Industrie automobile	0	Industrie automobile. Fabrication d'autres matériels de transport	500 à 999 salariés
44.9	0.449	7	9	100	1	100	17.5	0.175	2.7	0.027	0	19	70.8	0	10.1	0	0	30.4	69.6	40.5	0	0	40.5	20.2	30.4	0	0	10.1	0	10.1	50.6	81	10.1	Fabrication de meubles	0	"Fabrication de meubles. Autres industries manufacturières. Travail du bois et fabrication d'articles en bois et en liège. à l'exception des meubles ; fabrication d'articles en vannerie et sparterie"	500 à 999 salariés
66.5	0.665	7	10	100	1	100	16	0.16	3.5	0.035	19.8	9	34.7	4.2	0	0	6.8	0	84.3	63.9	0	0	74.9	18.3	0	10.1	23.7	20.4	0	13.6	53.1	84.3	10.1	Production et distribution d'électricité	0	"Production et distribution d'électricité. de gaz. de vapeur et d'air conditionné. Captage. traitement et distribution d'eau. Collecte et traitement des eaux usées. Collecte. traitement et élimination des déchets ; récupération. Dépollution et autres services de gestion des déchets"	500 à 999 salariés
57.4	0.574	7	11	100	1	96.8	23.5	0.235	3.6	0.036	0	0	47.9	4.7	8.9	0	0	0	88.6	78.8	3.3	3.4	80.2	11.1	22.7	7.7	14.4	38.8	7.9	20.7	32.5	96.7	18	Construction	0	Construction de bâtiments. Génie civil. Travaux de construction spécialisés	500 à 999 salariés
40.4	0.404	7	12	100	1	100	18	0.18	2.6	0.026	30.2	15.1	84.9	0	54.7	0	0	30.2	15.1	0	15.1	0	54.7	54.7	54.7	0	15.1	15.1	0	0	15.1	45.3	0	Commerce et réparation d'automobiles	0	Commerce et réparation d'automobiles et de motocycles	500 à 999 salariés
55.1	0.551	7	13	100	1	100	17.1	0.171	2.5	0.025	2.2	6	60.7	8	38.4	0	4.4	14.1	67.5	37.6	0	0	42.6	17.4	30.6	18.6	20.7	32.6	9.7	14.5	50.1	81.6	14.1	Commerce de gros	0	Commerce de gros. à l'exception des automobiles et des motocycles	500 à 999 salariés
44.3	0.443	7	14	98.2	0.982	90.8	16.6	0.166	2.2	0.022	8.5	5	46.1	8.1	59.6	0	5.4	0	68.4	12.2	0	0	21.9	19.8	37.3	17	2.5	37.8	10	12.5	31.4	75.9	0	Commerce de détail	0	Commerce de détail. à l'exception des automobiles et des motocycles	500 à 999 salariés
